P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_NAME,S_MAG,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_ESI
TOI 216.02,29.999785,7.69006,17.089,0.1293,0.132,TOI 216,12.324,0.32,0.87,0.84,,,5026,3.901112,0.50729278,0.065967337,0.13042646,24.342043,564.03333,Jovian,0.40340117,1.7148745,0.53207884,0.44041038,0.15115962
TRAPPIST-1 b,0.84860077,1.08737,1.5108708,0.01111,0.081,TRAPPIST-1,18.8,0.04,0.08,0.12,,,2559,0.78041583,0.71770955,0.6600417,0.011146446,4.4971105,370.54636,Terran,0.000553264,0.063508216,0.003465984,0.19878386,0.54918552
TRAPPIST-1 c,1.3793735,1.05374,2.4218233,0.01521,0.083,TRAPPIST-1,18.8,0.04,0.08,0.12,,,2559,1.3090264,1.242267,1.1789123,0.015262391,2.3997995,316.68392,Terran,0.000553264,0.063508216,0.003465984,0.19878386,0.70827555
TRAPPIST-1 e,0.61976461,0.91922,6.099615,0.02817,0.085,TRAPPIST-1,18.8,0.04,0.08,0.12,,,2559,0.67422881,0.73347926,0.79793657,0.028271764,0.69973431,232.69554,Terran,0.000553264,0.063508216,0.003465984,0.19878386,0.87158977
TRAPPIST-1 f,0.68015193,1.04253,9.20669,0.0371,0.063,TRAPPIST-1,18.8,0.04,0.08,0.12,,,2559,0.65240513,0.62579027,0.60026116,0.037173625,0.40276158,202.8071,Terran,0.000553264,0.063508216,0.003465984,0.19878386,0.69858308
TRAPPIST-1 g,1.3412342,1.13221,12.35294,0.0451,0.061,TRAPPIST-1,18.8,0.04,0.08,0.12,,,2559,1.1846161,1.0462865,0.92410995,0.045183909,0.27251393,183.94526,Terran,0.000553264,0.063508216,0.003465984,0.19878386,0.59338193
TrES-5 b,568.91213,13.38474,1.4822469,0.02459,,TrES-5,13.718,0.2,0.9,0.87,,,5171,42.504533,3.1755965,0.237255,0.02459,801.8779,1355.7261,Jovian,0.48486999,1.8800804,0.69035241,0.44541547,0.068258973
WASP-12 b,465.61802,21.71377,1.09142,0.0232,,WASP-12,11.69,,1.43,1.66,,,6360,21.443445,0.9875505,0.045480379,0.0232,7505.1144,2371.2876,Jovian,4.0395528,5.4266325,6.2120691,0.51975237,0.04315213
WASP-127 b,57.209041,15.3577,4.178062,0.052,,WASP-127,10.15,-0.18,1.08,1.39,,11.41,5620,3.7251047,0.24255616,0.015793781,0.052,638.64104,1280.7345,Jovian,1.7268854,3.5480973,1.586615,0.55069825,0.060805619
WASP-13 b,114.41808,13.6762,4.35301,,0,WASP-13,10.42,0,0.72,1.37,,,5950,8.3662187,0.61173562,0.044729941,0.046753432,964.20784,1419.6706,Jovian,2.1076459,3.9197881,2.4433934,0.41348709,0.066758117
WASP-136 b,479.92028,15.4698,5.215357,0.0661,,WASP-136,9.98,-0.18,1.41,2.21,,3.62,6260,31.023044,2.005394,0.12963283,0.0661,1538.0399,1595.4633,Jovian,6.7200194,6.9992102,5.2069752,0.49706819,0.059446931
WASP-138 b,387.75016,12.2189,3.634433,0.0494,,WASP-138,11.81,-0.09,1.22,1.36,,3.44,6272,31.733639,2.5970946,0.21254733,0.0494,1050.8404,1450.538,Jovian,2.5644289,4.3237353,5.0650744,0.46964661,0.073583543
WASP-14 b,2809.5995,15.4698,2.24375,,0.09,WASP-14,9.75,0,1.62,1.4,,,6475,181.61835,11.740187,0.75891008,0.039544511,1998.0582,1700.7289,Jovian,3.0867667,4.7436832,7.8904088,0.54182137,0.059288157
WASP-16 b,394.10672,13.6762,3.1186,,0,WASP-16,,0.01,1.78,1.14,,,5700,28.816976,2.1070894,0.1540698,0.050616176,479.75455,1192.3388,Jovian,1.2291299,2.9933855,2.1502704,0.55910211,0.067873997
WASP-161 b,791.39173,12.81303,5.4060425,0.0673,,WASP-161,,0.16,1.39,1.71,,,6400,61.764604,4.8204526,0.37621488,0.0673,970.44435,1421.9606,Jovian,4.3954239,5.660622,6.5913431,0.51486029,0.070680535
WASP-163 b,594.33837,13.47442,1.6096884,0.0266,,WASP-163,,-0.34,0.97,1.01,,,5500,44.108642,3.2735095,0.24294251,0.0266,1182.0038,1493.8247,Jovian,0.83633862,2.4691919,1.2456233,0.45667619,0.067432506
WASP-170 b,508.5248,12.28616,2.3447802,0.0337,,WASP-170,,0.22,0.93,0.94,,,5600,41.390052,3.3688355,0.27419759,0.0337,685.54609,1303.6292,Jovian,0.77856784,2.3823853,1.458486,0.45031054,0.07377728
WASP-23 b,280.95995,10.78402,2.9444256,0.0376,0.062,WASP-23,,,0.78,0.77,,,5150,26.05336,2.4159228,0.22402803,0.037672267,264.82541,1027.002,Jovian,0.37367928,1.6504914,0.63487233,0.42466779,0.085021398
WASP-24 b,394.10672,15.4698,2.34121,,0,WASP-24,11.306,0,1.43,1.42,,,6075,25.475877,1.6468136,0.10645345,0.03886707,1628.8716,1618.5146,Jovian,2.4606535,4.2353471,3.8070858,0.51975237,0.059408482
WASP-25 b,139.84432,11.9947,3.76483,,0,WASP-25,11.88,-0.05,0.67,0.8,,,5750,11.658843,0.97199952,0.081035751,0.041434751,365.09891,1113.647,Jovian,0.62681589,2.1376361,1.6918061,0.40368511,0.076697795
WASP-26 b,270.1538,13.5641,2.7566,,0,WASP-26,,0.16,0.86,1.22,,,6034,19.916825,1.4683484,0.10825255,0.036581221,1321.0314,1535.9363,Jovian,1.7677854,3.5898685,2.9949481,0.43871647,0.066944128
WASP-29 b,73.100441,8.6317,3.92273,,0.03,WASP-29,,0.11,0.77,0.79,,,4800,8.4688347,0.98113172,0.1136661,0.044626633,149.24707,890.32391,Jovian,0.29682999,1.4710169,0.34647919,0.42284516,0.10518813
WASP-3 b,772.32205,15.9182,1.84683,,0,WASP-3,10.5,0,1.62,1.44,,,6400,48.518177,3.0479688,0.19147697,0.034591216,2604.9648,1820.1005,Jovian,3.1169765,4.7668396,6.9365043,0.54182137,0.057660143
WASP-31 b,151.92179,17.36429,3.4059096,0.04659,0,WASP-31,11.7,,1.16,1.25,,,6302,8.7490928,0.50385549,0.029016763,0.04659,1017.2714,1438.8122,Jovian,2.2081179,4.0121292,5.2440733,0.48473434,0.053923291
WASP-32 b,835.88765,10.7616,2.71866,,0,WASP-32,11.3,-0.13,0.72,0.95,,,6140,77.673175,7.2176233,0.6706831,0.034160455,984.83178,1427.2019,Jovian,1.1492363,2.8944659,3.3865369,0.41348709,0.0821841
WASP-34 b,177.98368,11.21,4.31768,,0.04,WASP-34,10.4,-0.02,0.96,0.91,,,5700,15.877224,1.4163447,0.12634654,0.051220942,299.23889,1059.3002,Jovian,0.78319671,2.3894569,1.7502906,0.45510143,0.081862821
WASP-35 b,225.65788,14.573,3.16158,,0,WASP-35,11.01,-0.15,1.05,1.08,,,5990,15.484655,1.0625578,0.072912772,0.042839274,733.0933,1325.6678,Jovian,1.3453753,3.1317385,2.9679532,0.46890071,0.063464563
WASP-36 b,750.39191,14.87567,1.537366,0.02677,,WASP-36,,-0.26,1.08,0.98,,1.4,5959,50.444243,3.3910569,0.22795994,0.02677,1514.0409,1589.2028,Jovian,1.0850115,2.8124249,2.8405704,0.38819871,0.061577304
WASP-37 b,572.09041,13.0036,3.577469,0.0446,0,WASP-37,12.704,,0.93,1,,,5800,43.994771,3.3832762,0.26017997,0.0446,509.71909,1210.5358,Jovian,1.0139128,2.7187175,2.0564865,0.45031054,0.07076913
WASP-39 b,88.991841,14.2367,4.055259,0.0486,0,WASP-39,12.11,,0.93,0.9,,,5400,6.2508756,0.43906773,0.030840555,0.0486,261.26195,1024.2688,Jovian,0.61709028,2.1209876,1.0343766,0.45031054,0.067392942
WASP-41 b,270.1538,12.331,3.0524,,0,WASP-41,11.6,0.06,0.81,0.83,,,5545,21.908507,1.7767016,0.14408414,0.038379459,396.14423,1136.6015,Jovian,0.58351367,2.0624778,1.2672622,0.43004391,0.074686874
WASP-42 b,167.49536,12.57762,4.9816819,0.0561,,WASP-42,12.57,0.29,0.95,0.89,,4.4,5315,13.316936,1.0587803,0.084179698,0.0561,179.95172,933.1123,Jovian,0.56634587,2.0319108,0.90019971,0.45016821,0.076660418
WASP-44 b,282.54909,12.7794,2.4238039,0.03473,0,WASP-44,12.9,,0.95,0.93,,,5410,22.109731,1.7301071,0.1353825,0.03473,550.34375,1233.9666,Jovian,0.66380971,2.199812,1.0597906,0.4535157,0.071685254
WASP-47 b,363.09625,12.63367,4.1591289,,,WASP-47,11.9,0.38,1.04,1.14,,,5552,28.740362,2.274902,0.1800666,0.051269087,420.9059,1153.9611,Jovian,1.1063593,2.8399576,1.3940298,0.46740739,0.072996777
WASP-47 d,13.10087,3.57599,9.03077,,0.014,WASP-47,11.9,0.38,1.04,1.14,,,5552,3.6635646,1.0244896,0.28649118,0.085976498,149.71467,891.13812,Neptunian,1.1063593,2.8399576,1.3940298,0.46740739,0.19671521
WASP-47 e,6.8301238,1.80481,0.789592,,,WASP-47,11.9,0.38,1.04,1.14,,,5552,3.7844004,2.0968415,1.1618073,0.016935154,3857.6062,2007.8182,Superterran,1.1063593,2.8399576,1.3940298,0.46740739,0.26471172
WASP-48 b,254.2624,16.815,2.14363,,0,WASP-48,11.72,-0.12,0.88,1.58,,,5920,15.121166,0.89926647,0.053480016,0.031172406,2827.151,1857.7281,Jovian,2.747196,4.4751603,2.4811894,0.44209135,0.05483874
WASP-50 b,466.82577,13.07086,1.9551,0.0293,,WASP-50,11.6,,0.89,0.84,,,5400,35.715,2.7324139,0.20904623,0.0293,626.16245,1274.432,Jovian,0.5375542,1.9795884,1.019329,0.44375963,0.070064555
WASP-53 b,677.6093,12.03954,3.3098443,0.04101,0.03,WASP-53,,0.22,0.84,0.8,,,4953,56.281992,4.6747627,0.38828416,0.041028454,205.28533,964.18653,Jovian,0.34509759,1.5861152,0.46390536,0.43528886,0.078732028
WASP-55 b,193.87508,14.9093,4.46563,,0,WASP-55,11.8,-0.2,1.11,1.09,,,5900,13.003634,0.87218273,0.058499241,0.05493794,427.3709,1158.3669,Jovian,1.2898811,3.0664693,2.5903056,0.47766724,0.063233638
WASP-6 b,117.59636,11.5463,3.36101,,0.05,WASP-6,11.9,-0.2,0.55,0.73,,,5450,10.184766,0.88208047,0.076395076,0.036015229,325.96925,1082.0199,Jovian,0.42123105,1.7523625,0.94611621,0.37798279,0.079566379
WASP-61 b,851.77905,15.8061,3.8559,,0,WASP-61,12.5,-0.1,1.82,1.55,,,6250,53.889261,3.4093964,0.21570131,0.058742243,951.85559,1415.1018,Jovian,3.2845215,4.8932773,5.572821,0.56325915,0.058734982
WASP-62 b,165.27056,14.7972,4.41195,,0,WASP-62,10.3,0.04,1.11,1.23,,,6230,11.169043,0.75480786,0.051010181,0.054496791,687.55776,1304.5845,Jovian,2.041978,3.8582405,4.5663577,0.47766724,0.062711769
WASP-63 b,117.59636,15.8061,4.37808,,0,WASP-63,11.2,0.08,1.28,1.86,,,5550,7.4399353,0.47070025,0.029779658,0.056855001,909.80668,1399.2077,Jovian,2.9409421,4.6302773,1.4888081,0.50090394,0.058786347
WASP-66 b,746.89581,15.694,4.08605,,0,WASP-66,11.6,-0.31,1.33,1.76,,,6600,47.591169,3.0324435,0.19322311,0.054995761,1741.1304,1645.7078,Jovian,5.2661075,6.1959604,9.158193,0.507343,0.058604478
WASP-67 b,136.66604,12.8915,4.61442,,0,WASP-67,12.5,-0.07,0.91,0.88,,,5200,10.601252,0.82234434,0.063789655,0.052553474,183.68111,937.90972,Jovian,0.50730292,1.9230805,0.72829595,0.44705908,0.07500254
WASP-7 b,305.11488,14.9093,4.9546416,0.0617,,WASP-7,9.51,0,1.28,1.43,,2.4,6400,20.464736,1.3726154,0.092064379,0.0617,807.44005,1358.071,Jovian,3.0738355,4.7337365,6.4126713,0.44943135,0.062066991
WASP-78 b,352.78908,21.6353,2.17518,,0,WASP-78,12,-0.35,1.87,2.46,,,6100,16.306179,0.75368399,0.034835847,0.04046879,4583.9277,2096.3044,Jovian,7.5072037,7.3978049,4.3459107,0.56837068,0.043386276
WASP-79 b,270.1538,18.7207,3.66238,,0,WASP-79,10.1,0.03,1.43,1.6,,,6600,14.430753,0.77084474,0.041176064,0.05237578,1586.512,1607.8878,Jovian,4.352155,5.6326913,9.382198,0.51975237,0.05001722
WASP-81 b,231.69661,16.01909,2.7164762,0.03908,0.066,WASP-81,,-0.36,1.08,1.28,,,5870,14.463781,0.90290904,0.056364565,0.039165116,1143.6677,1480.3503,Jovian,1.7428539,3.5644643,2.4378167,0.47332457,0.057851356
WASP-87 b,692.86505,15.52585,1.682795,0.02946,0,WASP-87,,,1.2,1.63,,,6450,44.626545,2.8743383,0.18513243,0.02946,4747.1967,2114.7265,Jovian,4.1200522,5.4804362,6.8391474,0.49024316,0.058788253
